ID, question, Option 1, Option 2, Option 3, Option 4, Answer
516,"Achieving sexual arousal by wearing clothes of the opposite sex is known as","sadism.","fetishism.","transsexuality.","transvestic fetishism.","transvestic fetishism."
518,"Which of the following is NOT a sexual disorder","fetishism","voyeurism","pedophilia","homosexuality","homosexuality"
518,"Which of the following is NOT a sexual disorder","fetishism","voyeurism","pedophilia","homosexuality","homosexuality"
520,"Gaining sexual gratification from inanimate objects is referred to as","fetishism.","sexual sadism.","sexual masochism.","frotteurism.","fetishism."
520,"Gaining sexual gratification from inanimate objects is referred to as","fetishism.","sexual sadism.","sexual masochism.","frotteurism.","fetishism."
522,"The majority of child molesters are","rarely friends of the child.","mostly childless husbands.","child rapists.","mostly fathers.","mostly fathers."
522,"The majority of child molesters are","rarely friends of the child.","mostly childless husbands.","child rapists.","mostly fathers.","mostly fathers."
524,"Signs of child molestation include","self-destructive thoughts.","more social interaction away from the house.","a decrease in emotionality.","an increase in physical activity.","self-destructive thoughts."
524,"Signs of child molestation include","self-destructive thoughts.","more social interaction away from the house.","a decrease in emotionality.","an increase in physical activity.","self-destructive thoughts."
526,"Behavior that might indicate a child has been molested includes","stomachaches, headaches, and other stress symptoms.","bruises on the face and neck.","violent and aggressive play with others.","aggression against family pets.","stomachaches, headaches, and other stress symptoms."
526,"Behavior that might indicate a child has been molested includes","stomachaches, headaches, and other stress symptoms.","bruises on the face and neck.","violent and aggressive play with others.","aggression against family pets.","stomachaches, headaches, and other stress symptoms."
528,"The pace of the &quot;sexual revolution&quot; has slowed recently largely due to","more conservative beliefs.","the fear of AIDS.","both more conservative beliefs and the fear of AIDS.","more emphasis on family values.","both more conservative beliefs and the fear of AIDS."
528,"The pace of the &quot;sexual revolution&quot; has slowed recently largely due to","more conservative beliefs.","the fear of AIDS.","both more conservative beliefs and the fear of AIDS.","more emphasis on family values.","both more conservative beliefs and the fear of AIDS."
530,"According to the text, what is happening to the &quot;double standard&quot; regarding acceptable male and female sexual behavior?","It has been drastically altered because of fear about AIDS.","It remains about the same as it was 30 years ago.","It is undergoing a slow death as the gap between male and female sexual patterns slowly closes.","It is responsible for the major backlash in the sexual revolution.","It is undergoing a slow death as the gap between male and female sexual patterns slowly closes."
530,"According to the text, what is happening to the &quot;double standard&quot; regarding acceptable male and female sexual behavior?","It has been drastically altered because of fear about AIDS.","It remains about the same as it was 30 years ago.","It is undergoing a slow death as the gap between male and female sexual patterns slowly closes.","It is responsible for the major backlash in the sexual revolution.","It is undergoing a slow death as the gap between male and female sexual patterns slowly closes."
532,"Which of the following statements concerning date rape is true?","It is only a problem among &quot;first dates.&quot;","It happens to about 15 percent of college women.","It is caused by an adherence to the double standard.","Most women who are date raped report the incident to authorities.","It happens to about 15 percent of college women."
532,"Which of the following statements concerning date rape is true?","It is only a problem among &quot;first dates.&quot;","It happens to about 15 percent of college women.","It is caused by an adherence to the double standard.","Most women who are date raped report the incident to authorities.","It happens to about 15 percent of college women."
534,"Rape is","an act of brutality or aggression.","almost always committed by a psychotic.","a symbolic expression of male self-hatred.","still considered primarily a sex act by most experts.","an act of brutality or aggression."
534,"Rape is","an act of brutality or aggression.","almost always committed by a psychotic.","a symbolic expression of male self-hatred.","still considered primarily a sex act by most experts.","an act of brutality or aggression."
536,"Facts regarding rape include which of the following?","At least 1 woman in 7 will be raped in her lifetime, and because many rapes go unreported, the true figure is probably 1 in 4.","Approximately 1 college woman in 6 is a victim of rape.","In 65 to 80 percent of all cases the rapist is a friend or acquaintance of the victim.","All of these","All of these"
536,"Facts regarding rape include which of the following?","At least 1 woman in 7 will be raped in her lifetime, and because many rapes go unreported, the true figure is probably 1 in 4.","Approximately 1 college woman in 6 is a victim of rape.","In 65 to 80 percent of all cases the rapist is a friend or acquaintance of the victim.","All of these","All of these"
538,"Which of the following describes how AIDS kills its victims?","The virus prevents new cell growth.","The body loses its ability to fight infection.","The virus attacks the brain.","The virus poisons the blood.","The body loses its ability to fight infection."
538,"Which of the following describes how AIDS kills its victims?","The virus prevents new cell growth.","The body loses its ability to fight infection.","The virus attacks the brain.","The virus poisons the blood.","The body loses its ability to fight infection."
540,"The spread of the AIDS virus occurs","only among homosexuals.","only among bisexuals.","only among drug users.","among homosexuals, bisexuals, and heterosexuals.","among homosexuals, bisexuals, and heterosexuals."
540,"The spread of the AIDS virus occurs","only among homosexuals.","only among bisexuals.","only among drug users.","among homosexuals, bisexuals, and heterosexuals.","among homosexuals, bisexuals, and heterosexuals."
542,"After becoming infected by the HIV virus, a person can still test negative for HIV for up to","2 months.","4 months.","6 months.","1 year.","6 months."
542,"After becoming infected by the HIV virus, a person can still test negative for HIV for up to","2 months.","4 months.","6 months.","1 year.","6 months."
544,"The AIDS virus can be transmitted by","social kissing.","sharing towels.","direct contact with blood.","shaking hands.","direct contact with blood."
544,"The AIDS virus can be transmitted by","social kissing.","sharing towels.","direct contact with blood.","shaking hands.","direct contact with blood."
546,"Hypoactive sexual desire is said to exist when","the loss of desire is persistent.","the person is troubled by it.","both the loss of desire is persistent and the person is troubled by it.","the amount of desire is intense and uncontrollable.","both the loss of desire is persistent and the person is troubled by it."
546,"Hypoactive sexual desire is said to exist when","the loss of desire is persistent.","the person is troubled by it.","both the loss of desire is persistent and the person is troubled by it.","the amount of desire is intense and uncontrollable.","both the loss of desire is persistent and the person is troubled by it."
548,"A person who desires sexual activity but does not become sexually aroused is suffering from","desire disorder.","arousal disorder.","orgasm disorder.","sexual pain disorder.","arousal disorder."
548,"A person who desires sexual activity but does not become sexually aroused is suffering from","desire disorder.","arousal disorder.","orgasm disorder.","sexual pain disorder.","arousal disorder."
550,"Dyspareunia is","a muscle spasm of the vagina.","a method of inhibiting ejaculation.","a persistent inability to reach orgasm.","genital pain before, during, or after sexual intercourse.","genital pain before, during, or after sexual intercourse."
550,"Dyspareunia is","a muscle spasm of the vagina.","a method of inhibiting ejaculation.","a persistent inability to reach orgasm.","genital pain before, during, or after sexual intercourse.","genital pain before, during, or after sexual intercourse."
552,"If Jane's intelligence quotient is 100, we know that she has a","perfect score on a set of age-related tests.","test performance superior to 90% of other children the same age who took the test.","mental age typical of children who have the same chronological age.","mental age below those of children with the same chronological age.","mental age typical of children who have the same chronological age."
552,"If Jane's intelligence quotient is 100, we know that she has a","perfect score on a set of age-related tests.","test performance superior to 90% of other children the same age who took the test.","mental age typical of children who have the same chronological age.","mental age below those of children with the same chronological age.","mental age typical of children who have the same chronological age."
554,"__________ involve(s) an ability to manage your own thinking and problem solving.","Metacognitive skills","Experiential intelligence","Speed of processing","Frames of mind","Metacognitive skills"
554,"__________ involve(s) an ability to manage your own thinking and problem solving.","Metacognitive skills","Experiential intelligence","Speed of processing","Frames of mind","Metacognitive skills"
556,"The intelligence test scores of identical twins are","lower when they are raised together than when they are raised apart.","greater than that for fraternal twins raised together.","lower than that for any other blood relatives.","the same whether they are reared together or apart.","greater than that for fraternal twins raised together."
556,"The intelligence test scores of identical twins are","lower when they are raised together than when they are raised apart.","greater than that for fraternal twins raised together.","lower than that for any other blood relatives.","the same whether they are reared together or apart.","greater than that for fraternal twins raised together."
558,"__________ intelligence tests assess a wide variety of mental abilities.","IQ","Special","Multiple","General","General"
558,"__________ intelligence tests assess a wide variety of mental abilities.","IQ","Special","Multiple","General","General"
560,"Which is the most closely related to poverty?","metabolic disorders","familial retardation","birth injuries","fetal damage","familial retardation"
560,"Which is the most closely related to poverty?","metabolic disorders","familial retardation","birth injuries","fetal damage","familial retardation"
562,"Having 47 chromosomes in each cell instead of 46 is a characteristic of","Down syndrome.","cretinism.","hydrocephaly.","microcephaly.","Down syndrome."
562,"Having 47 chromosomes in each cell instead of 46 is a characteristic of","Down syndrome.","cretinism.","hydrocephaly.","microcephaly.","Down syndrome."
564,"Which of the following is part of Wechsler's definition of intelligence?","naturalistic intelligence","iconic memory and eidetic imagery","ability to deal effectively with the environment","spatial and kinesthetic abilities","ability to deal effectively with the environment"
564,"Which of the following is part of Wechsler's definition of intelligence?","naturalistic intelligence","iconic memory and eidetic imagery","ability to deal effectively with the environment","spatial and kinesthetic abilities","ability to deal effectively with the environment"
566,"In Binet's test of intelligence, items included at each age level were those which","could be answered by an average child of that age.","measured rote learning and memory.","revealed a child's grade level in school.","required creative as well as correct answers.","could be answered by an average child of that age."
566,"In Binet's test of intelligence, items included at each age level were those which","could be answered by an average child of that age.","measured rote learning and memory.","revealed a child's grade level in school.","required creative as well as correct answers.","could be answered by an average child of that age."
568,"Which of the following is an approach to measuring reliability?","negative correlation","double-blind","content","test-retest","test-retest"
568,"Which of the following is an approach to measuring reliability?","negative correlation","double-blind","content","test-retest","test-retest"
570,"Which of the following statements concerning the relationship between inspection time and IQ is true?","The longer the inspection time, the greater the intelligence.","The longer the inspection time, the lower the intelligence.","The shorter the inspection time, the lower the intelligence.","Inspection time and intelligence are not related.","The longer the inspection time, the lower the intelligence."
570,"Which of the following statements concerning the relationship between inspection time and IQ is true?","The longer the inspection time, the greater the intelligence.","The longer the inspection time, the lower the intelligence.","The shorter the inspection time, the lower the intelligence.","Inspection time and intelligence are not related.","The longer the inspection time, the lower the intelligence."
572,"Terman showed that mentally gifted children","have a greater susceptibility to mental illness in adulthood.","score in the average IQ range as adults.","are successful during their youth but fail to reach their potential in adulthood.","are generally successful in their chosen occupations as adults.","are generally successful in their chosen occupations as adults."
572,"Terman showed that mentally gifted children","have a greater susceptibility to mental illness in adulthood.","score in the average IQ range as adults.","are successful during their youth but fail to reach their potential in adulthood.","are generally successful in their chosen occupations as adults.","are generally successful in their chosen occupations as adults."
574,"Which of the following is one of Gardner's types of intelligence?","executive skills","ethics","music","creativity","music"
574,"Which of the following is one of Gardner's types of intelligence?","executive skills","ethics","music","creativity","music"
576,"Who would be the best norm group for the ACT or SAT college-entrance tests?","lawyers","high school seniors","college graduates","college sophomores","high school seniors"
576,"Who would be the best norm group for the ACT or SAT college-entrance tests?","lawyers","high school seniors","college graduates","college sophomores","high school seniors"
578,"__________ is the capacity for learning certain and specific abilities.","Achievement","Intelligence","Aptitude","Scholastics","Aptitude"
578,"__________ is the capacity for learning certain and specific abilities.","Achievement","Intelligence","Aptitude","Scholastics","Aptitude"
580,"Mental retardation caused by birth injuries or fetal damage is called __________ retardation.","organic","familial","incidental","medical","organic"
580,"Mental retardation caused by birth injuries or fetal damage is called __________ retardation.","organic","familial","incidental","medical","organic"
582,"Selective breeding for desirable characteristics is called","cretinism.","adaptive behavior.","microcephaly.","eugenics.","eugenics."
582,"Selective breeding for desirable characteristics is called","cretinism.","adaptive behavior.","microcephaly.","eugenics.","eugenics."
584,"It can be argued that standardized testing (such as the SAT) is beneficial because","it can help label people as genius and gifted.","there is a perfect correlation between standardized tests and academic performance.","they predict future occupational success.","they are fairer and more objective than admission officers' judgments.","they are fairer and more objective than admission officers' judgments."
584,"It can be argued that standardized testing (such as the SAT) is beneficial because","it can help label people as genius and gifted.","there is a perfect correlation between standardized tests and academic performance.","they predict future occupational success.","they are fairer and more objective than admission officers' judgments.","they are fairer and more objective than admission officers' judgments."
586,"The fact that fraternal twins are more similar in intelligence than ordinary siblings suggests the importance of","common hereditary factors.","common environmental factors.","genetic effects.","effects of intrauterine environment.","common environmental factors."
586,"The fact that fraternal twins are more similar in intelligence than ordinary siblings suggests the importance of","common hereditary factors.","common environmental factors.","genetic effects.","effects of intrauterine environment.","common environmental factors."
588,"A school curriculum built on Howard Gardner's theory of intelligence would provide","neuromuscular training because such skills underlie general intelligence.","training in logic, rhetoric, philosophy and math to strengthen the general factor in intelligence.","emphasis on creative, artistic abilities rather than the traditional emphasis on cognitive abilities.","a diverse curriculum with education in skills not traditionally associated with IQ.","a diverse curriculum with education in skills not traditionally associated with IQ."
588,"A school curriculum built on Howard Gardner's theory of intelligence would provide","neuromuscular training because such skills underlie general intelligence.","training in logic, rhetoric, philosophy and math to strengthen the general factor in intelligence.","emphasis on creative, artistic abilities rather than the traditional emphasis on cognitive abilities.","a diverse curriculum with education in skills not traditionally associated with IQ.","a diverse curriculum with education in skills not traditionally associated with IQ."
590,"Standardization includes formalizing testing procedures and establishing","goals.","plans.","norms.","forms.","norms."
590,"Standardization includes formalizing testing procedures and establishing","goals.","plans.","norms.","forms.","norms."
592,"Which of the following is a factor that influences success for the gifted?","extrinsic motivation","level of adjustment","persistence","sibling rivalry","persistence"
592,"Which of the following is a factor that influences success for the gifted?","extrinsic motivation","level of adjustment","persistence","sibling rivalry","persistence"
594,"The person responsible for the development and design of the first useful individual test of intelligence is","Freud.","Terman.","Binet.","Wechsler.","Binet."
594,"The person responsible for the development and design of the first useful individual test of intelligence is","Freud.","Terman.","Binet.","Wechsler.","Binet."
596,"The items actually selected for an intelligence test provide a(n) __________ definition of intelligence.","functional","valid","reliable","operational","operational"
596,"The items actually selected for an intelligence test provide a(n) __________ definition of intelligence.","functional","valid","reliable","operational","operational"
598,"Speed of processing has been measured by which of the following techniques?","the number of mistakes a person makes","the amount of time a person needs to clap their hands when instructed","the brain activity that follows exposure to a stimulus","how quickly a person can blink their eyes after being told to do so","the brain activity that follows exposure to a stimulus"
598,"Speed of processing has been measured by which of the following techniques?","the number of mistakes a person makes","the amount of time a person needs to clap their hands when instructed","the brain activity that follows exposure to a stimulus","how quickly a person can blink their eyes after being told to do so","the brain activity that follows exposure to a stimulus"
600,"The distribution of IQ scores","is approximately normal or bell-shaped.","shows that most people score between 80 and 100.","reveals a difference in the average for men and women.","falls off abruptly above 100.","is approximately normal or bell-shaped."
600,"The distribution of IQ scores","is approximately normal or bell-shaped.","shows that most people score between 80 and 100.","reveals a difference in the average for men and women.","falls off abruptly above 100.","is approximately normal or bell-shaped."
602,"When the same procedures are used in giving a test to all people, the test has been","validated.","normalized.","operationalized.","standardized.","standardized."
602,"When the same procedures are used in giving a test to all people, the test has been","validated.","normalized.","operationalized.","standardized.","standardized."
604,"The term &quot;g-factor,&quot; written about by Neisser, refers to","generation factors.","general abilities.","Gardner factors.","group factors.","general abilities."
604,"The term &quot;g-factor,&quot; written about by Neisser, refers to","generation factors.","general abilities.","Gardner factors.","group factors.","general abilities."
606,"The best summary statement regarding the role of heredity on human intelligence is that","heredity may impose upper limits on intelligence.","heredity may impose lower limits on intelligence.","intelligence is almost completely related to genetic inheritance.","the similarity in IQ scores among maternal relatives is greater than that among paternal relatives.","heredity may impose upper limits on intelligence."
606,"The best summary statement regarding the role of heredity on human intelligence is that","heredity may impose upper limits on intelligence.","heredity may impose lower limits on intelligence.","intelligence is almost completely related to genetic inheritance.","the similarity in IQ scores among maternal relatives is greater than that among paternal relatives.","heredity may impose upper limits on intelligence."
608,"A psychologist administers an intelligence test to 100 fourth graders. One month later the psychologist returns and readministers the test. The psychologist is probably interested in","the validity of the test.","an operational definition of &quot;intelligence.&quot;","the creation of a &quot;culture fair&quot; test.","the reliability of the test.","the reliability of the test."
608,"A psychologist administers an intelligence test to 100 fourth graders. One month later the psychologist returns and readministers the test. The psychologist is probably interested in","the validity of the test.","an operational definition of &quot;intelligence.&quot;","the creation of a &quot;culture fair&quot; test.","the reliability of the test.","the reliability of the test."
610,"Howard Gardner has theorized all of the following types of intelligence EXCEPT","language.","creativity.","interpersonal skills.","intrapersonal skills.","creativity."
610,"Howard Gardner has theorized all of the following types of intelligence EXCEPT","language.","creativity.","interpersonal skills.","intrapersonal skills.","creativity."
612,"The Stanford-Binet Intelligence Scale","was specifically designed to test adult intelligence.","provides separate scores for performance intelligence and verbal intelligence.","is completely culturally fair, in that children of different cultures do just as well as children in this culture.","assumes that intellectual ability in childhood improves as age increases.","assumes that intellectual ability in childhood improves as age increases."
612,"The Stanford-Binet Intelligence Scale","was specifically designed to test adult intelligence.","provides separate scores for performance intelligence and verbal intelligence.","is completely culturally fair, in that children of different cultures do just as well as children in this culture.","assumes that intellectual ability in childhood improves as age increases.","assumes that intellectual ability in childhood improves as age increases."
614,"Which form of retardation can be controlled by a special diet?","microcephaly","hydrocephaly","PKU","Down syndrome","PKU"
614,"Which form of retardation can be controlled by a special diet?","microcephaly","hydrocephaly","PKU","Down syndrome","PKU"
616,"Sandra is below normal intelligence but she is able to tell you the exact day of the week of September 13, 1957. She has __________ syndrome.","genius","savant","giftedness","calendar assessment","savant"
616,"Sandra is below normal intelligence but she is able to tell you the exact day of the week of September 13, 1957. She has __________ syndrome.","genius","savant","giftedness","calendar assessment","savant"
618,"If one psychologist administers a test simultaneously to several people, it must be a __________ test.","reliable","individual","performance","group","group"
618,"If one psychologist administers a test simultaneously to several people, it must be a __________ test.","reliable","individual","performance","group","group"
620,"When a person of limited intelligence shows exceptional abilities in art, music, mental arithmetic, or calendar calculations, it is called","genius.","giftedness.","discalcula.","savant syndrome.","savant syndrome."
620,"When a person of limited intelligence shows exceptional abilities in art, music, mental arithmetic, or calendar calculations, it is called","genius.","giftedness.","discalcula.","savant syndrome.","savant syndrome."
622,"A genetically-induced lack of an enzyme that is a cause of a type of mental retardation describes","microcephaly.","cretinism.","hydrocephaly.","phenylketonuria.","microcephaly."
622,"A genetically-induced lack of an enzyme that is a cause of a type of mental retardation describes","microcephaly.","cretinism.","hydrocephaly.","phenylketonuria.","microcephaly."
624,"The average twelve-year-old child has a mental age equal to","100.","120.","10.","12.","12."
624,"The average twelve-year-old child has a mental age equal to","100.","120.","10.","12.","12."
626,"Billy has a mental age of 8 and a chronological age of 10. Billy's IQ is","108.","125.","80.","92.","80."
626,"Billy has a mental age of 8 and a chronological age of 10. Billy's IQ is","108.","125.","80.","92.","80."
628,"Howard Gardner theorizes that there are __________ different kinds of intelligence.","2","3","8","120","8"
628,"Howard Gardner theorizes that there are __________ different kinds of intelligence.","2","3","8","120","8"
630,"Cross-cultural studies during the last thirty years show","virtually no changes in measured intelligence.","IQ gains of about 5 points.","evidence of genetic drift.","IQ gains that are typically 15 points.","IQ gains that are typically 15 points."
630,"Cross-cultural studies during the last thirty years show","virtually no changes in measured intelligence.","IQ gains of about 5 points.","evidence of genetic drift.","IQ gains that are typically 15 points.","IQ gains that are typically 15 points."
632,"A large number of people were asked to answer only the odd-numbered questions on a test. Later, they are asked to answer only the even-numbered questions. By comparing each person's two scores, a determination of the test's __________ reliability could be made.","split-half","equivalent form","test-retest","alternative form","split-half"
632,"A large number of people were asked to answer only the odd-numbered questions on a test. Later, they are asked to answer only the even-numbered questions. By comparing each person's two scores, a determination of the test's __________ reliability could be made.","split-half","equivalent form","test-retest","alternative form","split-half"
634,"A test is said to be reliable if it","measures the skill it claims to test.","is unaffected by external factors such as the time of administration.","gives about the same score to a person when given on different occasions.","allows one to correctly predict who will be successful when placed in a real-life situation.","gives about the same score to a person when given on different occasions."
634,"A test is said to be reliable if it","measures the skill it claims to test.","is unaffected by external factors such as the time of administration.","gives about the same score to a person when given on different occasions.","allows one to correctly predict who will be successful when placed in a real-life situation.","gives about the same score to a person when given on different occasions."
636,"Helena took a(n) __________ test which indicated that she could excel in teaching English as a second language.","intelligence","special aptitude","multiple aptitude","achievement","special aptitude"
636,"Helena took a(n) __________ test which indicated that she could excel in teaching English as a second language.","intelligence","special aptitude","multiple aptitude","achievement","special aptitude"
638,"Which of the following is another word for reliability?","dependence","consistency","relevance","validity","consistency"
638,"Which of the following is another word for reliability?","dependence","consistency","relevance","validity","consistency"
640,"The correlation of intelligence test scores between identical twins is","higher when they are raised together than when they are raised apart.","lower than that for fraternal twins raised together.","the same as that for any other blood relatives.","the same whether they are reared together or apart.","higher when they are raised together than when they are raised apart."
640,"The correlation of intelligence test scores between identical twins is","higher when they are raised together than when they are raised apart.","lower than that for fraternal twins raised together.","the same as that for any other blood relatives.","the same whether they are reared together or apart.","higher when they are raised together than when they are raised apart."
642,"In __________ reinforcement, the reinforcer follows every correct response.","intermittent","partial","negative","continuous","continuous"
642,"In __________ reinforcement, the reinforcer follows every correct response.","intermittent","partial","negative","continuous","continuous"
644,"In Pavlov's experiments with dogs, salivation was the","conditioned response.","unconditioned stimulus.","conditioned stimulus.","unconditioned response.","unconditioned response."
644,"In Pavlov's experiments with dogs, salivation was the","conditioned response.","unconditioned stimulus.","conditioned stimulus.","unconditioned response.","unconditioned response."
646,"The presentation of an aversive stimulus or the removal of a positive stimulus are both examples of","negative reinforcement.","punishment.","positive reinforcement.","secondary reinforcement.","punishment."
646,"The presentation of an aversive stimulus or the removal of a positive stimulus are both examples of","negative reinforcement.","punishment.","positive reinforcement.","secondary reinforcement.","punishment."
648,"In classical conditioning, learning is evident when a","stimulus automatically produces a response without a prior history of experience.","stimulus which did not initially produce a response now elicits that response.","spontaneously emitted response increases in frequency as a result of its consequences.","subject repeats an action he or she has observed in another and is praised for it.","stimulus which did not initially produce a response now elicits that response."
648,"In classical conditioning, learning is evident when a","stimulus automatically produces a response without a prior history of experience.","stimulus which did not initially produce a response now elicits that response.","spontaneously emitted response increases in frequency as a result of its consequences.","subject repeats an action he or she has observed in another and is praised for it.","stimulus which did not initially produce a response now elicits that response."
650,"In Thorndike's law of effect, events critical for conditioning","occur after the response.","occur before the response.","occur simultaneously with the response.","are unrelated to the response except during extinction.","occur after the response."
650,"In Thorndike's law of effect, events critical for conditioning","occur after the response.","occur before the response.","occur simultaneously with the response.","are unrelated to the response except during extinction.","occur after the response."
652,"If you have a snake phobia because you once heard a loud noise while looking at a snake, for you a snake is a(n)","US.","CS.","UR.","CR.","CS."
652,"If you have a snake phobia because you once heard a loud noise while looking at a snake, for you a snake is a(n)","US.","CS.","UR.","CR.","CS."
654,"A series of responses that gradually approach a desired pattern of behavior are called","adaptations.","gradients.","successive approximations.","conditioning trials.","successive approximations."
654,"A series of responses that gradually approach a desired pattern of behavior are called","adaptations.","gradients.","successive approximations.","conditioning trials.","successive approximations."
656,"If the conditioned stimulus is presented many times without reinforcement, we can expect","an increase in stimulus generalization.","the strength of the UR to increase.","an increase in response generalization.","extinction to occur.","extinction to occur."
656,"If the conditioned stimulus is presented many times without reinforcement, we can expect","an increase in stimulus generalization.","the strength of the UR to increase.","an increase in response generalization.","extinction to occur.","extinction to occur."
658,"A child has learned to avoid a furry, black cat. However, she still plays with her grandmother's short-haired tabby. Her response demonstrates","negative transfer.","extinction.","discrimination.","successive approximation.","discrimination."
658,"A child has learned to avoid a furry, black cat. However, she still plays with her grandmother's short-haired tabby. Her response demonstrates","negative transfer.","extinction.","discrimination.","successive approximation.","discrimination."
660,"Punishment is most effective in suppressing behavior when it is","immediate, consistent, and intense.","delayed, consistent, and mild.","immediate, consistent, and mild.","delayed, inconsistent, and intense.","immediate, consistent, and intense."
660,"Punishment is most effective in suppressing behavior when it is","immediate, consistent, and intense.","delayed, consistent, and mild.","immediate, consistent, and mild.","delayed, inconsistent, and intense.","immediate, consistent, and intense."
662,"The greatest degree of resistance to extinction is typically caused by a __________ schedule of reinforcement.","variable interval","variable ratio","fixed interval","fixed ratio","variable interval"
662,"The greatest degree of resistance to extinction is typically caused by a __________ schedule of reinforcement.","variable interval","variable ratio","fixed interval","fixed ratio","variable interval"
664,"In Pavlov's experiments with dogs, the conditioned stimulus was the","food.","bell.","salivation to the food.","salivation to the bell.","bell."
664,"In Pavlov's experiments with dogs, the conditioned stimulus was the","food.","bell.","salivation to the food.","salivation to the bell.","bell."
666,"Ivan Pavlov has been credited with the initial discovery of","operant conditioning.","reinforcement.","classical conditioning.","vicarious conditioning.","classical conditioning."
666,"Ivan Pavlov has been credited with the initial discovery of","operant conditioning.","reinforcement.","classical conditioning.","vicarious conditioning.","classical conditioning."
668,"In Pavlov's experiments with dogs, the bell (prior to conditioning) was the","neutral stimulus.","unconditioned stimulus.","conditioned stimulus.","unconditioned response.","neutral stimulus."
668,"In Pavlov's experiments with dogs, the bell (prior to conditioning) was the","neutral stimulus.","unconditioned stimulus.","conditioned stimulus.","unconditioned response.","neutral stimulus."
670,"Reinforcement in operant conditioning is most effective when it is","response contingent.","stimulus contingent.","US-CS contingent.","NS-CS contingent.","response contingent."
670,"Reinforcement in operant conditioning is most effective when it is","response contingent.","stimulus contingent.","US-CS contingent.","NS-CS contingent.","response contingent."
672,"After pairing the CS and US in a series of conditioning trials, the organism learns to respond to the CS alone. This response is then called","unconditioned stimulus.","conditioned stimulus.","unconditioned response.","conditioned response.","conditioned response."
672,"After pairing the CS and US in a series of conditioning trials, the organism learns to respond to the CS alone. This response is then called","unconditioned stimulus.","conditioned stimulus.","unconditioned response.","conditioned response.","conditioned response."
674,"Jimmy helps his father put away the dishes after dinner. Jimmy's father wants to increase the probability of this behavior and will be most successful by praising Jimmy","after all the dishes are put away.","at bedtime.","the next morning at breakfast.","the next time they are putting away dishes.","after all the dishes are put away."
674,"Jimmy helps his father put away the dishes after dinner. Jimmy's father wants to increase the probability of this behavior and will be most successful by praising Jimmy","after all the dishes are put away.","at bedtime.","the next morning at breakfast.","the next time they are putting away dishes.","after all the dishes are put away."
676,"After a response has been extinguished, it will often reappear after a short time has passed. This is called","adaptiveness.","expectation checking.","extinction recovery.","spontaneous recovery.","spontaneous recovery."
676,"After a response has been extinguished, it will often reappear after a short time has passed. This is called","adaptiveness.","expectation checking.","extinction recovery.","spontaneous recovery.","spontaneous recovery."
678,"The first grade teacher gives students stickers when they perform well. If they earn five stickers in one day they are exempt from homework. The stickers in this example could also be called","tokens.","primary reinforcers.","generalized reinforcers.","prepotent responses.","tokens."
678,"The first grade teacher gives students stickers when they perform well. If they earn five stickers in one day they are exempt from homework. The stickers in this example could also be called","tokens.","primary reinforcers.","generalized reinforcers.","prepotent responses.","tokens."
680,"A student does a good job on math problems for homework, and the teacher awards a sticker. This demonstrates the use of","extinction.","reinforcement.","spontaneous recovery.","antecedents.","reinforcement."
680,"A student does a good job on math problems for homework, and the teacher awards a sticker. This demonstrates the use of","extinction.","reinforcement.","spontaneous recovery.","antecedents.","reinforcement."
682,"In Pavlov's experiments with dogs, the bell (during and after conditioning) was the","conditioned response.","unconditioned stimulus.","conditioned stimulus.","unconditioned response.","conditioned stimulus."
682,"In Pavlov's experiments with dogs, the bell (during and after conditioning) was the","conditioned response.","unconditioned stimulus.","conditioned stimulus.","unconditioned response.","conditioned stimulus."
684,"One difference between classical and operant conditioning is that","animals learn only by operant conditioning.","operant conditioning involves learning in which antecedent events are associated with one another.","classical conditioning involves learning in which antecedent events are associated with one another.","operant conditioning occurs when a response is not affected by consequences.","classical conditioning involves learning in which antecedent events are associated with one another."
684,"One difference between classical and operant conditioning is that","animals learn only by operant conditioning.","operant conditioning involves learning in which antecedent events are associated with one another.","classical conditioning involves learning in which antecedent events are associated with one another.","operant conditioning occurs when a response is not affected by consequences.","classical conditioning involves learning in which antecedent events are associated with one another."
686,"In classical conditioning, events critical to the learning occur __________ the response.","before","after","simultaneously with","in a manner unrelated to","before"
686,"In classical conditioning, events critical to the learning occur __________ the response.","before","after","simultaneously with","in a manner unrelated to","before"
688,"A punisher can be","the onset of an unpleasant event.","the removal of a positive state of affairs.","any consequence that reduces the occurrence of a behavior.","a positive reinforcer.","any consequence that reduces the occurrence of a behavior."
688,"A punisher can be","the onset of an unpleasant event.","the removal of a positive state of affairs.","any consequence that reduces the occurrence of a behavior.","a positive reinforcer.","any consequence that reduces the occurrence of a behavior."
690,"In a study of punishment, shock is administered to a hamster through a wire grid on the bottom of the cage. To the researcher's surprise, the hamster learns to roll on its back when shocked so that its fur insulates it from the shock. The hamster's response demonstrates","positive reinforcement.","negative reinforcement.","discovery learning.","cognitive learning.","negative reinforcement."
690,"In a study of punishment, shock is administered to a hamster through a wire grid on the bottom of the cage. To the researcher's surprise, the hamster learns to roll on its back when shocked so that its fur insulates it from the shock. The hamster's response demonstrates","positive reinforcement.","negative reinforcement.","discovery learning.","cognitive learning.","negative reinforcement."
692,"Becoming addicted to gambling is related to the effects of","shaping.","vicarious classical conditioning.","unconditioned emotional reflexes.","partial reinforcement.","partial reinforcement."
